#id;name;owner;core,;population;culturex%,;administrative division;trade_goods;life_rating;continent,,,,,,,,,,,,,,,,,,,,,,,,,,
1396;Api;ENG;MSY,PHI;1874;kalimatan 29%, chinese 10%, malay 22%, indonesian 30%, filipino 3%," asian_minor 6%;Api;timber;15;""asia""",,,,,,,,,,,,,,,,,,,,,,
1397;Sandakan;ENG;MSY,PHI;1246;kalimatan 29%, chinese 10%, malay 22%, indonesian 30%, filipino 3%," asian_minor 6%;Sandakan;timber;15;""asia""",,,,,,,,,,,,,,,,,,,,,,
2575;Ipoh;MSY;MSY;2258;chinese 40%, indian 16%," malay 44%;Perak;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2576;Natuna;KMT;KMT, CHI, MSY, PHI, DAI, IDO," BRU;1;chinese 100%;South China Sea;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,
#TOT;Malaysia;ENG;;27388;Malay 53.7%, Chinese 22.6%, kalimatan 8.2%, tamil 6.7%, filipino 1%, indonesian 7.8%;;;;,,,,,,,,,,,,,,,,,,,,,,,
908;Amman;JOR;JOR;3585;Circassians 10%, christian_arab 32%," sunni_arab 68%;Amman;oil_seeds;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
909;Jerash;JOR;JOR;1476;christian_arab 30%," sunni_arab 90%;Jerash;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"910;Ruwayshid;JOR;JOR;728;sunni_arab 100%;Ruwayshid;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"911;Maan;JOR;JOR;121;sunni_arab 100%;Maan;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"922;Aqaba;JOR;JOR;478;sunni_arab 100%;Aqaba;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Jordan;JOR;;0;sunni_Arab 92%, christian_arab 6.0%, Circassians 1%, Armenian 1%;6388;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1181;Qaraganda;RUS;KAZ;357;Russian 67%, Ukrainian 6%, Tatar 3%, German 3%," Kazak 21%;Qaraganda;cotton;25;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
"1182;Guryev;RUS;KAZ;542;kazak 100%;Guryev;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1183;Aqtobe;RUS;KAZ;386;kazak 100%;Aqtobe;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184;Kokshetau;RUS;KAZ;583;Russian 67%, Ukrainian 6%, Tatar 3%, German 3%," Kazak 21%;Kokshetau;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
"1185;Yasi;RUS;KAZ;1055;kazak 100%;Yasi;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186;Alma Ata;RUS;KAZ;3314;uighur 5%, Russian 62%, Ukrainian 6%, tatar 3%, German 3%," Kazak 21%;Alma Ata;copper;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1187;Semipalatinsk;RUS;KAZ;746;Russian 67%, Ukrainian 6%, Tatar 3%, German 3%," Kazak 21%;Semipalatinsk;petroleum;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
1188;Qaratal;RUS;KAZ;1394;uighur 12%," kazak 88%;Qaratal;cotton;25;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1193;Kyzylorda;RUS;KAZ;712;kazak 100%;Kyzylorda;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1194;Aqtau;RUS;KAZ;545;kazak 100%;Aqtau;other_minerals;25;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197;Shymkent;RUS;KAZ;2622;uzbek 18%," Kazak 82%;Shymkent;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2606;Zhambul;RUS;KAZ;1000;kazak 100%;Zhambul;petroleum;25;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2610;Uralsk;RUS;KAZ;612;kazak 100%;Uralsk;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611;Turgay;RUS;KAZ;879;Russian 67%, Ukrainian 6%, Tatar 3%, German 3%," Kazak 21%;Turgay;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
"2612;Aktash;RUS;KAZ;1465;kazak 100%;Aktash;copper;25;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2702;Aralsk;RUS;KAZ;400;kazak 100%;Aralsk;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;kazakstan;RUS;;0;Kazak 67.5%, Russian 23.7%, uzbek 2.9%, Ukrainian 2.1%, Uighur 1.4%, Tatar 1.3%, German 1.1%;16612;;;,,,,,,,,,,,,,,,,,,,,,,
2024;Nairobi;ENG;KEN;7521;white_anglo 3%, Kikuyu 95%, indian 2% ;Nairobi," Central;tea;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
"2025;Marsabit;ENG;KEN;291;Meru 100%;Eastern;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026;Lodwar;ENG;KEN;1590;Luhya 28%,"  Kalenjin 72%;Rift Valley;tea;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2027;Nakuru;ENG;KEN;8416;maasai 9%, Kisii 14%, luo 11%, Kalenjin 41%," meru 25%;Rift Valley;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
2028;Kisumu;ENG;KEN;9776;Luhya 46%, Luo 42%, Kisii 12%;Western," Nyanza;tea;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2029;Mombasa;ENG;KEN;2940;swahili 19%, Kamba 73%," indian 8%;Coast;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
"2030;Lamu;ENG;KEN;101;swahili 100%;Coast;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031;Wajir;ENG;KEN;2310;Somali 33%," swahili 67%;North Eastern;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2032;Garissa;ENG;KEN;5377;Kikuyu 19%, Kamba 38%," meru 43%;Eastern;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
"2033;Voi;ENG;KEN;284;swahili 100%;Coast;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Kenya;ENG;;0;Kikuyu 22%, Luhya 14%, Luo 13%, Kalenjin 12%, Kamba 11%, Kisii 6%, Meru 6%, maasai 2%, swahili 11%, somali 2%, indian 1%;38606;;;,,,,,,,,,,,,,,,,,,
"2527;Gilbert Islands;ENG;KIR;103;micronesian 100%;Gilbert Islands;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189;Bishkek;RUS;KYR;2985;russian 25%, hui 2%, ukrainian 2%," kirgiz 71%;Bishkek;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1190;Naryn;RUS;KYR;712;Kirgiz 92%," uighur 8%;Naryn;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1203;Osh;RUS;KYR;1850;uzbek 41%," Kirgiz 59%;Osh;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Kyrgyzistan;RUS;;0;Kirgiz 76.3%, uzbek 13.8%, Russian 12.5%, hui 1.1%, Ukrainian 1%, Uighur 1%;5547;;;,,,,,,,,,,,,,,,,,,,,,,,
935;Kuwait;KUW;KUW,IRQ;2213;sunni_arab 63%," shia_arab 37%;Kuwait;petroleum;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
354;Riga;RUS;LAT;1195;latvian 85%, byelorussian 1%, russian 13%," ukrainian 1%;Riga;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
"355;Valmeira;RUS;LAT;175;latvian 100%;Valmeira;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
356;Daugavpils;RUS;LAT;175;latvian 23%, byelorussian 36%, polish 26%," lithuanian 15%;Daugavpils;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
"357;Jelgava;RUS;LAT;175;latvian 100%;Jelgava;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"358;Ventspils;RUS;LAT;175;latvian 100%;Ventspils;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"359;Liepaja;RUS;LAT;175;latvian 100%;Liepaja;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Latcia;RUS;;0;Latvian 64.5%, Russian 26.2%, Byelorussian 3.5%, Ukrainian 2.3%, Polish 2.2%, Lithuanian 1.3%;2070;;;,,,,,,,,,,,,,,,,,,,,,,,
912;Baalbeck;LEB;LEB;687;shia_arab 65%, sunni_arab 25%," christian_arab 10%;Baalbeck;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
913;Beirut;LEB;LEB;2761;christian_arab 56%, sunni_arab 22%, shia_arab 12%,"druze 10%;Beirut;tobacco;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
914;Askaleh;LEB;LEB;687;sunni_arab 44%," christian_arab 56%;Askaleh;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
915;Sidon;LEB;LEB;687;shia_arab 70%, sunni_arab 25%," christian_arab 5%;Sidon;oil_seeds;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Lebanon;LEB;;0;sunni_Arab 27%, shia_arab 27%, christian_arab 40.5%, druze 5.5%;4822;;;,,,,,,,,,,,,,,,,,,,,,,,,,
2104;Thaba Bosiu;LES;LES;2067;Sotho 99.7%, white_anglo 0.3%,";Thaba Bosiu;gold_silver;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1887;Monrovia;LIB;LIB;1476;black_anglo 4%, kpelle 8%," african_minor 88%;Monrovia;iron;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1888;Harper;LIB;LIB;500;african_minor 100%;Harper;fish;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889;Bopolu;LIB;LIB;500;kpelle 15%," black_muslim 85%;Bopolu;timber;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1890;Gbarnga;LIB;LIB;500;kpelle 100%;Gbarnga;timber;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1891;Zwedru;LIB;LIB;500;african_minor 100%;Zwedru;timber;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Liberia;LIB;;0;Kpelle 20.3%, african_minor 47.4%, black_muslim 12.2%, black_anglo 5.1%;3476;;;,,,,,,,,,,,,,,,,,,,,,,,,,
360;Vilnius;RUS;LIT;850;polish 57%, russian 1%, byelorussian 2%," lithuanian 40%;Vilnius;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
361;Kaunas;RUS;LIT;701;russian 3%," lithuanian 97%;Kaunas;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"362;Marjampole;RUS;LIT;380;lithuanian 100%;Marjampole;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"363;Panevezys;RUS;LIT;487;lithuanian 100%;Panevezys;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"364;Siauliai;RUS;LIT;508;lithuanian 100%;Siauliai;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"365;Palanga;RUS;LIT;179;lithuanian 100%;Palanga;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
698;Memel;RUS;LIT;385;german 50%," lithuanian 50%;Memel;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Lithuania;RUS;;0;Lithuanian 86.4%, Polish 6.6%, Russian 5.8%, Byelorussian 1.2%;3490;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1356;Luangprabang;LUA;LUA;1583;lao 51%," asian_minor 49%;Luangprabang;coffee;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1357;Vientiane;LUA;LUA;1313;thai 17%," lao 83%;Vientiane;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1360;Xiangabouli;LUA;LUA;531;lao 10%," asian_minor 90%;Xiangabouli;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1361;Savannakhet;LUA;LUA;1079;asian_minor 25%," lao 75%;Savannakhet;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1362;Satavan;LUA;LUA;533;khmer 17%," asian_minor 83%;Satavan;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1363;Pakche;LUA;LUA;575;khmer 90%," asian_minor 10%;Pakche;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Laos;LUA;;0;Lao 55%, asian_minor 30%, thai 4%, khmer 11%;5614;;;,,,,,,,,,,,,,,,,,,,,,,,,,
397;Luxembourg;LUX;LUX;439;german 63.1%, Portuguese 13.3%, French 4.5%, Italian 4.3%, German 2.3%,"european 12.5%;Luxembourg;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,
806;Skopje;YUG;MAC;1251;bulgarian 67%, serb 2%, roma 5%," albanian 26%;Skopje;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
807;Bitola;YUG;MAC;746;bulgarian 66%, turkish 8%," albanian 26%;Bitola;tobacco;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Macedonia;YUG;;1492;bulgarian 65%, serb 2%, roma 3%, turkish 4%, albanian 26%;;;;,,,,,,,,,,,,,,,,,,,,,,,,
2115;Tananarive;FRA;MAD;5370;french 2%, merida 85%, black_french 3%, chinese 1%," african_minor 9%;Tananarive;other_minerals;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
"2116;Fianarantsoa;FRA;MAD;1870;betsileo 100%;Fianarantsoa;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117;Ampanihy;FRA;MAD;1870;betsileo 13%," african_minor 87%;Ampanihy;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2118;Tolanaro;FRA;MAD;1215;african_minor 100%;Tolanaro;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119;Toamasina;FRA;MAD;2855;betsimisaraka 92%," african_minor 8%;Toamasina;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2120;Antsiranana;FRA;MAD;1291; Tsimihety 95%," african_minor 5%;Antsiranana;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2121;Mahajanga;FRA;MAD;1896; black_muslim 64%," african_minor 36%;Mahajanga;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2122;Toliara;FRA;MAD;1215; Sakalava 86%," african_minor 14%;Toliara;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Madagascar;FRA;;0;white_french 0.6%, merida 26%, black_french 1%, chinese 0.3%, indian 0.1%, betsimisaraka 15%, betsileo 12%, Tsimihety 7%,  Sakalava 6%, african_minor 25%, black_muslim 7%;17582;;;,,,,,,,,,,,,,,,,,,
"854;Malta;ENG;MAL;416;Maltese 100%;Malta;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2522;Marshall Islands;USA;MAR;68;micronesian 100%;Marshall Islands;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775;Nouakchott;FRA;MAU;1100;african_minor 10%," sunni_arab 90%;Nouakchott;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1776;Rosso;FRA;MAU;272;wolof 52%," Fula 48%;Rosso;fish;25;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1777;Aleg;FRA;MAU;312;wolof 45%," Fula 55%;Aleg;wool;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1778;Maghama;FRA;MAU;602;Fula 98%," african_minor 2%;Maghama;wool;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779;Shingit;FRA;MAU;142;sunni_arab 100%;Shingit;iron;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780;Tishit;FRA;MAU;1577;african_minor 3%," sunni_arab 97%;Tishit;copper;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1781;Walata;FRA;MAU;430;sunni_arab 100%;Walata;wool;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1782;Bir Murghayn;FRA;MAU;53;sunni_arab 100%;Bir Murghayn;iron;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Mauritania;FRA;;0;sunni_arab 70%, fula 20%, wolof 6.3%, african_minor 3.7%;4488;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1498;Macao;POR;CHI,KMT,MCA,KWA;552;chinese_cantonese 90%, chinese 2.4%, white_Portuguese 1.7%," pardo_portuguese 5.9%;Macao;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
2137;Hermosillo;MEX;MEX;362;white_spanish 42%," mestizo 58%;Hermosillo;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2138;Loreto;MEX;MEX;637;white_spanish 32%," mestizo 68%;Loreto;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2139;Rosarito;MEX;MEX;3155;white_spanish 25%," mestizo 75%;Rosarito;fruit;40;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2140;Nogales;MEX;MEX;2000;white_spanish 42%," mestizo 58%;Nogales;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2141;Guaymas;MEX;MEX;300;white_spanish 42%," mestizo 58%;Guaymas;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2142;Chihuahua;MEX;MEX;1000;white_spanish 36%, mennonites 11%," mestizo 53%;Chihuahua;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2143;Paso del Norte;MEX;MEX;1500;white_spanish 36%," mestizo 64%;Paso del Norte;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2144;Delicias;MEX;MEX;500;white_spanish 20%," mestizo 80%;Delicias;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2145;Parral;MEX;MEX;406;white_spanish 20%," mestizo 80%;Parral;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2146;Monterrey;MEX;MEX;4653;white_spanish 20%," mestizo 80%;Monterrey;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2147;Morelos;MEX;MEX;355;white_spanish 20%," mestizo 80%;Morelos;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2148;Reynosa;MEX;MEX;1756;white_spanish 20%," mestizo 80%;Reynosa;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2149;Matamoros;MEX;MEX;1191;white_spanish 20%," mestizo 80%;Matamoros;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2150;Ciudad Victoria;MEX;MEX;321;white_spanish 20%," mestizo 80%;Ciudad Victoria;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2151;Saltillo;MEX;MEX;823;white_spanish 20%," mestizo 80%;Saltillo;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2152;Monclova;MEX;MEX;355;white_spanish 20%," mestizo 80%;Monclova;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2153;Durango;MEX;MEX;1232;white_spanish 20%," mestizo 80%;Durango;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2154;Santa Maria del Oro;MEX;MEX;400;white_spanish 20%," mestizo 80%;Santa Maria del Oro;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2155;Torreon;MEX;MEX;1215;white_spanish 20%," mestizo 80%;Torreon;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2156;Mazatlan;MEX;MEX;1384;white_spanish 20%," mestizo 80%;Mazatlan;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2157;Culiacan;MEX;MEX;1384;white_spanish 20%," mestizo 80%;Culiacan;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2158;Zacatecas;MEX;MEX;1490;white_spanish 20%," mestizo 80%;Zacatecas;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2159;San Luis Potosi;MEX;MEX;2585;white_spanish 20%," mestizo 80%;San Luis Potosi;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2160;Aguascalientes;MEX;MEX;1184;white_spanish 20%," mestizo 80%;Aguascalientes;gold_silver;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2161;Tepic;MEX;MEX;1064;white_spanish 20%," mestizo 80%;Tepic;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2162;Veracruz;MEX;MEX;3640;nahua 20%," mestizo 80%;Veracruz;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2163;Tampico;MEX;MEX;2000;nahua 20%," mestizo 80%;Tampico;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2164;Minatitlan;MEX;MEX;2000;nahua 20%," mestizo 80%;Minatitlan;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2165;Villahermosa;MEX;MEX;2238;white_spanish 28%," mestizo 72%;Villahermosa;fruit;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2166;Guadalajara;MEX;MEX;3675;white_spanish 20%," mestizo 80%;Guadalajara;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2167;Guanajuato;MEX;MEX;5486;white_spanish 20%," mestizo 80%;Guanajuato;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2168;Puerto Vallarta;MEX;MEX;3675;white_spanish 20%," mestizo 80%;Puerto Vallarta;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2169;Colima;MEX;MEX;650;white_spanish 20%," mestizo 80%;Colima;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2170;Morelia;MEX;MEX;1777;white_spanish 20%," mestizo 80%;Morelia;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2171;Los Alaniles;MEX;MEX;4352;white_spanish 20%," mestizo 80%;Los Alaniles;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2172;Mexico City;MEX;MEX;13895;white_spanish 23%, christian_arab 4%," mestizo 73%;Mexico City;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2173;Queretaro;MEX;MEX;1827;white_spanish 20%," mestizo 80%;Queretaro;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2174;Toluca;MEX;MEX;1198;white_spanish 20%," mestizo 80%;Toluca;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2175;Tulancingo;MEX;MEX;2665;white_spanish 20%," mestizo 80%;Tulancingo;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2176;Puebla;MEX;MEX;3779;nahua 30%, Mixtec 10%," mestizo 60%;Puebla;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2177;Oaxaca;MEX;MEX;1901;Zapotec 47%, native_american_minor 20%," mestizo 33%;Oaxaca;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2178;Collataro;MEX;MEX;1901;native_american_minor 50%," mestizo 50%;Collataro;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2179;Acapulco;MEX;MEX;3388;Mixtec 10%," mestizo 90%;Acapulco;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2180;Chilpancingo;MEX;MEX;2000;mestizo 100%;Chilpancingo;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181;Tuxtla;MEX;MEX;2398;native_american_minor 40%," mestizo 60%;Tuxtla;cotton;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2182;Tapachula;MEX;MEX;2398;mestizo 100%;Tapachula;cotton;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183;Merida;MEX;MEX;1955;mayan 55%," mestizo 45%;Merida;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2184;Campeche;MEX;MEX;822;mayan 30%," mestizo 70%;Campeche;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2185;Bacalar;MEX;MEX;1325;mayan 25%," mestizo 75%;Bacalar;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Mexico;MEX;;0;mestizo 75%, white_spanish 16.5%, christian_arab 1%, nahua 2.4%, Mixtec 0.7%, Zapotec 0.8%, mayan 1.5%, native_american_minor 2%, mennonites 0.1%;112197;;;,,,,,,,,,,,,,,,,,,,,
"1465;Urga;MGL;MGL;1483;mongol 100%;Urga;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1466;Dalandzadgad;MGL;MGL;119;mongol 100%;Dalandzadgad;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1467;Bayan Tumen;MGL;MGL;185;mongol 100%;Bayan Tumen;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1468;Uliastai;MGL;MGL;230;mongol 100%;Uliastai;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2207;Sainshand;MGL;MGL;108;mongol 100%;Sainshand;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608;Khatgal;MGL;MGL;138;Kazak 72%," mongol 28%;Khatgal;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2678;Bulgan;MGL;MGL;198;Tuvans 35%," mongol 65%;Bulgan;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2679;Khovd;MGL;MGL;164;mongol 100%;Khovd;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Mongolia;MGL;;0;mongol 93.5%, Kazak 3.8%, tuvans 2.7%;2625;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
610;Ponape;USA;MIC;34;micronesian 98.6%," chinese 1.4%;Ponape;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2519;Yap;USA;MIC;16;micronesian 98.6%," chinese 1.4%;Yap;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2579;Truk;USA;MIC;64;micronesian 98.6%," chinese 1.4%;Truk;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Micronesia;USA;;0;micronesian 98.6%, chinese 1.4%;114;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1325;Maldives;MLD;MLD;393;indian_muslim 100%;Maldives;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
